ip_origem,tentativas_total,falhas,usuarios_distintos,intervalo_medio_seg,fracao_noturna,usuarios_inexistentes,sucesso_apos_falhas,portas_distintas,label
10.180.89.66,7,0,1,2363.4,0.113,0,0,1,benigno
10.67.96.242,7,1,3,3263.1,0.132,0,0,1,benigno
10.28.241.53,7,0,2,2177.1,0.122,0,0,1,benigno
10.79.208.99,3,0,2,5997.0,0.094,0,0,2,benigno
10.62.74.70,208,202,28,2.1,0.847,12,0,3,brute_force
10.59.230.193,5,1,1,2860.8,0.051,0,0,1,benigno
10.11.133.183,3,0,2,2182.1,0.078,0,1,2,benigno
10.65.123.156,11,1,3,5916.3,0.089,0,0,1,benigno
10.121.84.224,11,8,1,2230.1,0.166,1,0,2,benigno
10.216.178.5,7,0,3,2684.7,0.131,0,0,2,benigno
10.177.17.242,11,0,1,3485.2,0.086,0,1,1,benigno
10.4.219.80,225,211,29,3.2,0.741,16,0,2,brute_force
10.147.115.97,203,187,20,1.0,0.807,14,0,3,brute_force
10.163.2.53,9,0,1,6255.5,0.013,0,0,1,benigno
10.191.39.74,208,182,27,2.0,0.658,9,0,1,brute_force
10.117.59.171,8,0,2,1967.5,0.12,0,0,2,benigno
10.131.166.230,163,0,1,522.6,0.591,0,0,1,benigno
10.188.128.86,16,0,1,2758.2,0.043,0,1,1,benigno
10.187.98.90,222,195,34,3.4,0.719,7,0,3,brute_force
10.125.110.139,6,0,1,2213.2,0.087,0,0,1,benigno
10.194.183.120,10,0,2,3222.9,0.237,0,0,1,benigno
10.202.85.31,10,8,6,694.0,0.497,1,1,1,brute_force
10.248.53.108,5,0,2,7390.0,0.055,0,0,2,benigno
10.150.52.218,6,0,1,3740.9,0.144,0,0,1,benigno
10.237.152.113,152,1,1,738.6,0.197,0,0,2,benigno
10.206.205.159,3,0,1,4903.6,0.356,0,0,1,benigno
10.178.207.129,5,1,1,3364.6,0.078,0,0,2,benigno
10.160.81.214,3,0,2,3991.8,0.288,0,0,1,benigno
10.126.253.204,7,0,3,2741.9,0.024,0,0,1,benigno
10.134.206.244,7,1,1,2879.5,0.196,0,0,1,benigno
10.28.240.166,6,1,1,4115.5,0.295,0,0,1,benigno
10.25.63.23,5,0,1,1855.3,0.21,0,0,1,benigno
10.210.128.51,2,2,2,3295.8,0.244,0,1,1,benigno
10.20.25.205,6,0,3,2105.5,0.141,0,0,2,benigno
10.1.75.206,17,15,1,5328.0,0.321,0,0,1,benigno
10.136.177.108,7,2,1,2972.1,0.108,0,1,1,benigno
10.28.219.13,8,1,1,1905.7,0.017,0,0,2,benigno
10.206.99.47,6,0,2,875.3,0.148,0,1,1,benigno
10.125.22.40,4,0,1,5680.6,0.268,0,0,2,benigno
10.83.38.210,9,1,1,2721.4,0.119,0,0,1,benigno
10.239.104.118,13,1,2,2873.6,0.623,0,1,1,benigno
10.77.101.210,11,0,1,1359.9,0.076,0,0,1,benigno
10.125.251.73,222,200,34,0.4,0.421,13,0,3,brute_force
10.152.67.245,12,0,2,1222.8,0.797,0,1,1,benigno
10.137.215.16,7,1,1,2798.8,0.061,0,0,2,benigno
10.104.55.230,10,1,2,2561.2,0.145,0,0,1,benigno
10.23.139.171,209,187,27,3.6,0.402,13,0,3,brute_force
10.22.201.25,8,1,1,4379.3,0.205,0,0,1,benigno
10.195.30.59,204,194,31,4.0,0.755,10,1,3,brute_force
10.228.20.106,6,2,1,5623.6,0.086,0,0,2,benigno
10.126.89.100,12,9,1,8826.6,0.301,0,0,1,benigno
10.194.137.141,9,1,1,2967.0,0.153,0,0,1,benigno
10.37.18.80,5,0,1,5592.7,0.067,0,0,2,benigno
10.115.152.37,6,1,2,7102.7,0.123,0,0,1,benigno
10.98.216.65,9,0,1,6763.1,0.121,0,0,2,benigno
10.228.227.140,10,0,2,2270.1,0.149,0,0,2,benigno
10.243.252.20,12,10,3,2915.8,0.001,0,1,1,benigno
10.86.113.61,11,10,6,2672.2,0.787,1,0,2,brute_force
10.196.29.213,4,1,2,3217.6,0.083,0,0,1,benigno
10.78.223.125,7,0,1,3447.4,0.059,0,0,1,benigno
10.79.46.205,6,0,2,7164.6,0.405,0,1,1,benigno
10.194.189.181,3,0,2,2260.7,0.572,0,1,2,benigno
10.129.1.49,10,0,1,5075.2,0.217,0,0,1,benigno
10.76.33.5,10,1,2,3709.8,0.145,0,0,1,benigno
10.221.139.234,13,0,2,1472.8,0.338,0,0,1,benigno
10.203.222.198,191,186,28,4.2,0.793,13,0,2,brute_force
10.124.77.146,5,1,2,4793.4,0.325,0,0,1,benigno
10.174.92.111,9,0,2,2438.2,0.391,0,0,1,benigno
10.52.239.232,4,1,2,3117.2,0.044,0,1,1,benigno
10.229.207.73,12,10,5,2337.1,0.219,2,0,1,brute_force
10.144.199.230,222,216,27,0.8,0.866,19,0,3,brute_force
10.210.86.191,8,1,3,3007.7,0.097,0,0,1,benigno
10.179.38.181,9,1,3,5944.3,0.161,0,0,1,benigno
10.145.109.67,7,1,1,2950.5,0.045,0,1,1,benigno
10.44.177.51,7,1,1,4667.8,0.11,1,0,1,benigno
10.91.103.191,200,179,24,3.9,0.63,16,0,1,brute_force
10.1.79.95,9,2,2,4544.1,0.257,0,0,1,benigno
10.204.28.208,133,0,1,477.3,0.269,0,0,1,benigno
10.184.52.119,4,0,1,4743.6,0.015,0,0,2,benigno
10.120.82.172,5,2,2,3315.2,0.265,0,0,2,benigno
10.246.120.35,7,2,2,5560.5,0.224,0,1,2,benigno
10.191.58.214,210,206,23,10.4,0.668,12,0,2,brute_force
10.253.200.101,4,1,1,3056.6,0.077,0,0,1,benigno
10.52.114.232,5,0,1,2641.5,0.801,0,0,1,benigno
10.250.138.241,9,1,1,1800.0,0.085,0,1,2,benigno
10.17.154.27,7,0,1,4626.9,0.059,0,0,1,benigno
10.59.194.215,17,16,3,2420.3,0.725,1,0,1,brute_force
10.178.166.128,8,0,1,2704.8,0.049,0,0,2,benigno
10.201.167.53,9,2,1,1968.8,0.256,0,0,1,benigno
10.246.70.158,8,1,3,4157.2,0.11,0,0,2,benigno
10.27.87.58,200,176,30,2.6,0.925,11,0,3,brute_force
10.232.223.192,7,1,1,1206.8,0.024,0,1,1,benigno
10.221.138.127,11,1,1,1390.7,0.154,0,0,1,benigno
10.101.51.23,5,1,2,2377.5,0.041,0,0,2,benigno
10.185.251.199,15,12,2,2088.4,0.039,0,0,1,benigno
10.79.166.141,7,0,3,1319.8,0.08,0,0,2,benigno
10.154.179.216,8,2,2,5075.6,0.1,0,1,2,benigno
10.217.81.25,7,1,2,6235.9,0.019,0,1,2,benigno
10.11.69.181,5,0,2,3662.6,0.068,0,0,1,benigno
10.52.52.30,9,7,5,2598.7,0.843,1,1,1,brute_force
10.70.168.14,12,10,2,3025.0,0.52,2,0,1,brute_force
10.90.119.134,13,2,2,7054.6,0.445,0,1,2,benigno
10.94.71.25,5,1,1,4507.5,0.367,0,1,1,benigno
10.195.116.51,11,7,4,1978.1,0.792,1,0,1,brute_force
10.107.225.42,8,1,2,2715.0,0.114,0,1,1,benigno
10.37.221.22,9,8,4,3524.5,0.214,2,1,1,brute_force
10.78.27.232,6,1,2,2442.4,0.299,0,0,1,benigno
10.128.188.227,199,181,36,1.9,0.798,16,0,1,brute_force
10.188.236.177,15,14,1,3963.6,0.212,0,1,1,benigno
10.3.86.131,8,2,1,4592.8,0.092,0,1,1,benigno
10.254.69.209,3,0,3,6098.9,0.189,0,0,1,benigno
10.233.245.193,13,2,1,3315.8,0.79,0,1,2,benigno
10.41.22.147,10,1,1,1322.8,0.437,0,0,1,benigno
10.178.167.52,3,0,1,3294.8,0.076,0,0,2,benigno
10.113.150.86,10,9,1,4380.7,0.006,0,1,1,benigno
10.30.6.197,188,165,22,1.4,0.855,15,0,1,brute_force
10.211.80.67,7,1,2,4936.9,0.16,0,0,1,benigno
10.77.43.80,6,3,2,2187.5,0.096,0,0,1,benigno
10.220.175.183,8,1,2,4396.8,0.233,0,0,1,benigno
10.86.53.162,6,1,1,1129.5,0.013,0,0,1,benigno
10.89.46.154,7,1,1,5775.6,0.015,0,1,1,benigno
10.14.20.201,218,210,30,9.0,0.763,13,0,2,brute_force
10.70.4.109,4,0,3,5557.9,0.071,0,0,1,benigno
10.47.102.203,196,178,22,0.4,0.959,11,0,1,brute_force
10.78.165.72,14,13,5,3172.1,0.393,3,0,1,brute_force
10.33.181.136,6,2,2,1927.2,0.36,0,0,1,benigno
10.46.78.234,11,1,2,4597.5,0.193,0,0,1,benigno
10.28.110.217,156,0,1,418.9,0.151,0,0,1,benigno
10.9.81.138,7,0,2,6922.7,0.359,0,0,1,benigno
10.51.40.56,5,0,1,3119.2,0.232,0,0,2,benigno
10.1.35.148,17,12,3,2808.6,0.586,2,0,2,brute_force
10.146.175.133,3,0,2,3481.9,0.19,0,0,2,benigno
10.9.99.54,12,2,3,1971.6,0.024,0,1,1,benigno
10.177.71.69,9,1,3,3601.0,0.069,0,0,1,benigno
10.191.211.18,8,6,1,1844.4,0.198,0,0,1,benigno
10.225.201.207,5,1,1,3885.3,0.015,0,0,1,benigno
10.5.133.246,212,199,23,4.3,0.464,12,0,3,brute_force
10.107.216.26,9,2,3,2680.5,0.038,0,0,1,benigno
10.167.151.44,8,0,1,2161.0,0.136,0,0,1,benigno
10.188.159.154,181,162,36,3.4,0.47,11,0,3,brute_force
10.233.105.11,219,211,35,6.4,0.805,10,0,1,brute_force
10.195.37.32,11,2,1,1910.0,0.188,0,0,1,benigno
10.239.133.247,5,4,8,1535.4,0.573,2,0,1,brute_force
10.250.4.75,8,1,2,1854.9,0.058,0,1,2,benigno
10.69.105.148,4,1,2,1925.9,0.163,0,0,1,benigno
10.137.117.153,7,0,1,2490.7,0.022,0,0,1,benigno
10.107.209.10,9,0,3,1869.0,0.219,0,1,1,benigno
10.104.186.96,8,5,2,1596.5,0.551,2,0,1,brute_force
10.222.149.61,199,176,31,2.6,0.748,11,0,1,brute_force
10.135.223.45,9,0,2,3072.5,0.076,0,0,1,benigno
10.137.124.215,17,15,1,1860.0,0.309,0,0,1,benigno
10.55.32.224,7,1,1,5580.5,0.177,0,0,1,benigno
10.157.118.168,4,1,1,3050.9,0.034,0,1,1,benigno
10.38.241.3,208,200,25,2.5,0.538,18,0,2,brute_force
10.204.149.1,11,0,1,4329.6,0.154,0,0,1,benigno
10.202.197.238,191,180,22,0.5,0.427,9,0,1,brute_force
10.120.25.7,10,1,1,4365.2,0.413,0,0,1,benigno
10.186.149.203,6,1,2,2596.1,0.208,0,1,1,benigno
10.200.95.126,7,1,3,3183.0,0.372,0,0,1,benigno
10.94.3.30,148,1,1,612.1,0.13,0,0,1,benigno
10.25.0.238,8,1,1,1990.4,0.031,0,0,1,benigno
10.218.120.57,8,2,1,6607.9,0.154,0,0,1,benigno
10.116.39.117,5,0,1,6784.8,0.027,0,0,2,benigno
10.214.215.137,8,0,1,4530.6,0.033,0,0,2,benigno
10.187.106.212,8,0,3,5426.0,0.025,0,0,1,benigno
10.11.167.120,11,1,1,2631.7,0.082,0,1,1,benigno
10.23.168.192,10,2,1,2676.4,0.288,0,0,1,benigno
10.128.54.163,10,6,1,3266.9,0.149,1,0,2,benigno
10.18.98.108,7,1,3,6635.8,0.11,0,0,1,benigno
10.208.46.163,9,0,1,2439.5,0.062,0,1,1,benigno
10.245.216.44,203,198,25,3.0,0.486,12,0,2,brute_force
10.49.1.245,6,0,3,2279.6,0.19,0,1,1,benigno
10.133.223.80,8,0,1,3816.1,0.046,0,1,1,benigno
10.101.80.234,22,1,1,3258.7,0.651,0,0,1,benigno
10.14.153.49,7,0,3,1943.7,0.096,0,0,1,benigno
10.41.241.21,4,1,1,7593.3,0.111,0,0,1,benigno
10.33.55.201,7,1,2,7344.4,0.119,0,0,1,benigno
10.17.189.172,12,2,1,1972.8,0.33,0,1,1,benigno
10.120.7.205,7,5,4,1290.2,0.881,0,0,2,brute_force
10.139.144.187,197,190,25,1.4,0.399,16,0,2,brute_force
10.96.230.84,10,0,2,5742.4,0.034,0,0,2,benigno
10.177.235.8,4,1,2,6244.9,0.422,0,0,2,benigno
10.119.152.178,11,0,1,1724.7,0.175,0,0,1,benigno
10.240.138.217,6,0,1,5595.8,0.145,0,0,2,benigno
10.153.171.91,11,2,2,4477.6,0.11,1,0,1,benigno
10.194.80.148,207,179,21,0.8,0.445,13,0,1,brute_force
10.191.3.117,14,13,2,1665.9,0.008,0,0,1,benigno
10.17.8.8,188,177,26,0.7,0.178,5,0,2,brute_force
10.151.195.138,9,0,3,3662.0,0.478,0,1,2,benigno
10.41.73.131,203,191,25,6.3,0.72,15,0,1,brute_force
10.61.55.246,7,0,3,1552.2,0.121,0,0,1,benigno
10.86.191.230,8,0,1,2598.1,0.25,0,0,1,benigno
10.36.70.137,6,1,3,1530.2,0.362,0,0,1,benigno
10.10.239.214,5,1,1,7844.3,0.043,0,1,1,benigno
10.59.155.143,3,1,1,3534.6,0.017,0,0,1,benigno
10.139.159.177,7,1,1,3516.2,0.212,0,0,1,benigno
10.64.70.206,11,0,1,2162.7,0.551,0,0,1,benigno
10.171.82.109,10,1,3,6398.2,0.171,0,0,1,benigno
10.152.188.94,12,1,1,1554.0,0.105,0,0,1,benigno
10.46.173.55,11,7,7,3947.4,0.502,1,1,1,brute_force
10.189.7.26,12,0,2,5191.2,0.169,0,1,1,benigno
10.208.81.251,9,1,1,10964.1,0.306,0,1,1,benigno
10.9.16.19,198,192,24,1.8,0.661,15,0,1,brute_force
10.49.197.66,8,1,1,3142.8,0.365,0,0,2,benigno
10.237.229.149,188,173,26,2.9,0.337,12,0,1,brute_force
10.75.60.197,10,9,5,3897.6,0.529,0,1,1,brute_force
10.49.104.60,13,12,5,2559.7,0.405,1,0,1,brute_force
10.152.250.37,7,3,3,3152.1,0.121,0,0,2,benigno
10.157.222.46,196,176,29,1.9,0.755,12,0,2,brute_force
10.44.224.49,153,1,1,333.8,0.132,0,0,1,benigno
10.185.86.194,9,0,1,521.0,0.132,0,1,1,benigno
10.86.151.113,4,1,1,3067.8,0.165,0,0,2,benigno
10.115.20.182,9,1,1,1842.0,0.134,0,0,1,benigno
10.115.131.58,5,1,3,7913.9,0.176,0,0,1,benigno
10.245.92.110,10,1,1,6530.4,0.092,0,1,2,benigno
10.26.41.66,8,1,1,3217.9,0.137,0,1,1,benigno
10.109.136.97,4,0,3,8078.5,0.238,0,0,1,benigno
10.81.35.18,8,1,2,3309.3,0.091,0,0,1,benigno
10.220.189.194,8,2,2,3145.0,0.055,0,1,1,benigno
10.73.254.111,9,1,2,1328.1,0.107,0,0,1,benigno
10.127.19.60,3,0,1,890.9,0.18,0,1,1,benigno
10.230.244.130,10,0,3,3719.7,0.133,0,1,1,benigno
10.70.9.189,12,1,1,8065.4,0.292,0,0,1,benigno
10.198.139.2,2,1,1,2771.7,0.282,0,0,1,benigno
10.161.246.243,5,2,2,3996.5,0.217,0,0,2,benigno
10.31.21.38,202,198,39,6.8,0.351,8,0,1,brute_force
10.184.105.144,7,0,1,4110.4,0.118,0,0,1,benigno
10.117.29.6,193,181,22,1.8,0.733,15,0,1,brute_force
10.58.42.91,8,0,1,4226.6,0.16,0,0,2,benigno
10.229.102.122,8,0,2,6131.2,0.135,0,0,2,benigno
10.148.101.224,9,1,1,2749.1,0.084,0,1,1,benigno
10.85.30.245,9,2,2,4441.5,0.093,0,0,1,benigno
10.135.90.25,6,0,1,2961.7,0.062,0,0,1,benigno
10.180.37.206,5,0,1,5440.6,0.29,1,1,1,benigno
10.100.225.13,6,0,2,2510.0,0.096,0,1,2,benigno
10.15.60.41,6,2,2,2936.9,0.287,0,0,1,benigno
10.92.153.214,11,1,1,2537.5,0.086,0,0,1,benigno
10.199.111.176,8,0,3,1347.8,0.102,0,0,2,benigno
10.4.143.16,4,0,2,2740.2,0.141,0,0,1,benigno
10.99.93.133,4,0,2,12154.6,0.041,0,0,2,benigno
10.131.33.196,14,13,6,1551.1,0.564,3,1,1,brute_force
10.87.176.151,157,0,1,1128.2,0.025,0,0,2,benigno
10.190.38.218,13,11,2,2327.5,0.536,2,1,1,brute_force
10.174.175.174,9,7,6,1252.9,0.371,2,0,1,brute_force
10.104.0.218,10,1,3,3728.0,0.081,0,0,1,benigno
10.79.204.176,9,1,1,4261.5,0.205,0,0,1,benigno
10.142.131.118,6,2,1,2248.5,0.14,0,0,1,benigno
10.140.212.86,6,0,1,3288.6,0.22,0,0,1,benigno
10.124.174.246,5,1,2,5799.3,0.077,0,0,1,benigno
10.198.43.42,9,1,2,3271.5,0.126,0,0,1,benigno
10.67.251.37,10,2,3,4567.9,0.246,0,1,1,benigno
10.39.156.55,208,196,32,1.5,0.683,9,0,1,brute_force
10.55.246.27,3,0,2,1738.7,0.133,0,0,1,benigno
10.185.25.184,12,8,3,7169.3,0.285,0,0,2,benigno
10.26.42.5,4,1,1,2199.0,0.161,0,1,2,benigno
10.192.53.184,201,185,29,0.5,0.498,12,0,2,brute_force
10.213.33.148,192,169,44,1.0,0.754,7,0,3,brute_force
10.210.167.156,9,0,1,1809.5,0.203,0,1,1,benigno
10.150.242.114,214,195,30,0.5,0.161,15,0,3,brute_force
10.165.219.242,6,1,1,11265.5,0.078,0,1,2,benigno
10.115.196.50,4,1,2,1352.3,0.363,0,0,1,benigno
10.104.116.245,10,0,1,3692.0,0.493,0,0,1,benigno
10.225.150.231,9,1,3,3633.7,0.018,0,0,2,benigno
10.62.74.138,5,1,2,5064.2,0.189,0,0,1,benigno
10.120.204.229,9,2,2,4147.2,0.136,0,0,1,benigno
10.207.83.126,7,1,2,4893.1,0.056,0,0,1,benigno
10.76.182.81,6,1,1,1980.9,0.029,0,0,1,benigno
10.176.108.145,9,1,1,5939.4,0.011,0,0,2,benigno
10.79.128.231,8,0,1,3486.1,0.231,0,0,1,benigno
10.30.171.84,8,2,1,2761.4,0.061,0,1,1,benigno
10.28.41.83,8,6,7,3052.1,0.287,3,0,1,brute_force
10.93.210.248,10,0,1,2562.6,0.278,0,0,2,benigno
10.213.141.30,6,2,2,2629.1,0.366,0,1,1,benigno
10.39.98.204,3,1,2,2947.2,0.011,0,0,1,benigno
10.15.217.177,8,1,1,2496.1,0.061,0,0,1,benigno
10.252.171.212,7,0,1,5916.1,0.114,0,0,1,benigno
10.16.240.198,7,0,1,4346.4,0.177,0,1,1,benigno
10.161.42.160,4,2,2,7961.2,0.136,0,1,2,benigno
10.114.162.61,203,184,20,2.6,0.518,16,0,1,brute_force
10.139.51.77,6,2,1,2680.6,0.011,0,1,1,benigno
10.220.49.135,9,1,3,2669.1,0.071,0,0,1,benigno
10.129.249.102,6,1,2,1860.6,0.035,0,0,1,benigno
10.69.132.78,8,1,2,3882.4,0.621,0,0,2,benigno
10.112.207.16,6,0,2,2790.0,0.093,0,0,1,benigno
10.72.27.212,9,6,5,2147.5,0.748,0,1,2,brute_force
10.119.160.125,200,191,44,3.2,0.797,7,0,1,brute_force
10.64.151.114,183,165,28,5.3,0.936,14,0,1,brute_force
10.25.110.146,5,0,2,4744.7,0.472,0,1,1,benigno
10.89.141.131,6,2,3,3988.9,0.073,0,0,1,benigno
10.215.53.34,9,8,1,5834.6,0.092,0,1,2,benigno
10.42.210.44,5,0,1,734.6,0.451,0,1,1,benigno
10.164.114.77,5,2,1,1914.0,0.042,0,1,1,benigno
10.29.239.134,179,170,26,4.3,0.817,11,0,2,brute_force
10.140.72.220,11,3,1,5078.2,0.095,0,0,1,benigno
10.96.119.199,13,2,2,3607.1,0.195,0,0,1,benigno
10.52.36.35,6,1,3,4963.2,0.2,0,0,2,benigno
10.202.148.33,10,1,1,2195.7,0.362,0,0,1,benigno
10.212.104.131,8,0,1,3755.8,0.174,0,0,1,benigno
10.159.183.105,161,0,1,454.0,0.078,0,0,2,benigno
10.173.77.241,6,0,2,6018.2,0.247,0,0,1,benigno
10.43.202.242,225,220,25,7.2,0.638,15,0,2,brute_force
10.202.44.200,207,204,28,3.6,0.736,15,0,1,brute_force
10.175.46.63,6,0,1,1181.7,0.107,0,1,1,benigno
10.201.56.84,4,2,3,2010.8,0.232,0,0,2,benigno
10.69.76.53,10,0,3,4120.6,0.063,0,0,1,benigno
10.114.221.17,5,0,2,2332.3,0.244,0,1,1,benigno
10.224.196.141,198,172,24,1.1,0.495,10,0,3,brute_force
10.227.3.180,6,1,2,2111.4,0.188,0,0,1,benigno
10.154.206.196,7,0,1,6936.4,0.228,1,1,1,benigno
10.112.121.124,142,2,1,531.4,0.172,0,0,2,benigno
10.66.27.237,14,0,1,3008.5,0.664,1,0,1,benigno
10.214.177.158,191,166,33,7.1,0.28,16,0,1,brute_force
10.201.3.195,5,1,1,4209.1,0.489,0,0,1,benigno
10.169.34.139,180,166,31,2.2,0.773,12,0,3,brute_force
10.5.233.72,218,215,35,1.7,0.581,9,0,1,brute_force
10.110.154.253,11,0,1,4735.6,0.192,0,1,1,benigno
10.36.186.54,8,1,2,1055.7,0.172,0,1,1,benigno
10.98.57.5,150,0,1,432.7,0.159,0,1,1,benigno
10.242.162.174,2,1,2,1090.3,0.07,0,1,1,benigno
10.133.17.47,146,1,1,321.1,0.189,1,1,2,benigno
10.118.144.222,12,0,2,1263.6,0.265,0,1,1,benigno
10.43.71.235,15,13,2,1191.9,0.232,1,1,2,benigno
10.95.239.90,5,0,3,4696.0,0.157,0,1,2,benigno
10.44.111.131,3,0,2,2297.6,0.08,0,1,2,benigno
10.8.229.90,214,206,31,1.2,0.87,13,0,1,brute_force
10.33.200.228,9,0,1,4678.1,0.103,0,0,2,benigno
10.76.164.53,8,0,1,8246.0,0.121,0,1,1,benigno
10.147.231.175,3,0,3,2579.7,0.153,0,0,1,benigno
10.242.77.241,8,1,1,6493.1,0.126,0,1,1,benigno
10.215.41.159,4,1,1,3468.1,0.077,0,0,2,benigno
10.191.91.194,9,0,1,2953.8,0.123,0,0,1,benigno
10.64.114.105,182,159,28,0.4,0.864,11,0,1,brute_force
10.29.33.192,8,0,1,4313.2,0.062,0,1,2,benigno
10.101.1.127,6,1,1,2333.3,0.019,0,1,1,benigno
10.194.113.134,6,1,1,4478.2,0.111,0,0,2,benigno
10.237.180.155,10,0,1,1824.9,0.039,0,1,1,benigno
10.154.86.114,4,0,1,2768.0,0.166,0,0,1,benigno
10.63.86.217,5,1,3,5555.1,0.022,0,1,2,benigno
10.208.190.67,11,0,3,2083.9,0.214,0,0,2,benigno
10.109.178.95,11,1,1,4130.2,0.081,0,0,2,benigno
10.237.85.32,19,0,2,5613.9,0.601,0,0,2,benigno
10.189.32.67,5,1,2,1246.5,0.116,0,0,1,benigno
10.193.242.104,6,1,2,2394.1,0.034,0,1,1,benigno
10.44.15.64,9,0,2,5741.1,0.054,0,0,1,benigno
10.99.48.81,8,1,2,2200.6,0.221,0,0,1,benigno
10.209.241.139,7,1,2,6690.6,0.379,0,1,1,benigno
10.251.58.4,3,0,2,2839.0,0.161,0,0,1,benigno
10.91.100.245,10,1,1,3531.2,0.29,0,0,1,benigno
10.171.162.238,5,1,2,2590.5,0.477,0,0,2,benigno
10.133.44.90,206,192,26,1.7,0.791,13,0,3,brute_force
10.76.192.242,8,0,1,3675.4,0.314,0,0,1,benigno
10.163.147.5,7,1,2,3013.6,0.182,0,1,1,benigno
10.136.127.147,10,0,1,4228.4,0.066,0,1,1,benigno
10.115.168.125,14,0,2,3402.3,0.138,0,1,1,benigno
10.109.118.163,9,8,2,3297.0,0.203,0,0,1,benigno
10.222.87.12,8,1,1,2495.8,0.497,0,0,1,benigno
10.117.48.170,191,170,26,0.6,0.718,10,0,1,brute_force
10.65.56.140,7,1,1,3912.5,0.059,0,1,1,benigno
10.29.195.63,5,1,2,4452.4,0.264,0,0,1,benigno
10.223.43.182,8,7,6,2722.1,0.748,1,0,1,brute_force
10.240.214.75,11,1,2,7201.2,0.326,0,0,2,benigno
10.155.230.2,7,1,3,5413.6,0.387,0,0,1,benigno
10.81.65.225,7,0,2,1662.7,0.092,1,0,1,benigno
10.72.19.38,8,0,1,4145.6,0.592,0,1,2,benigno
10.116.129.17,12,1,1,2602.6,0.121,0,0,1,benigno
10.137.157.201,6,2,1,6760.5,0.116,0,1,1,benigno
10.140.110.251,4,1,1,2920.2,0.421,0,0,1,benigno
10.48.204.182,9,0,3,3183.0,0.27,0,0,1,benigno
10.220.214.180,6,0,2,4669.8,0.291,0,1,1,benigno
10.22.138.243,7,1,1,3004.2,0.201,0,0,1,benigno
10.69.221.9,13,11,2,4332.2,0.674,2,1,1,brute_force
10.240.76.80,210,187,32,5.9,0.575,13,0,1,brute_force
10.126.147.137,5,1,2,3569.0,0.389,0,0,1,benigno
10.50.39.146,5,1,2,1466.8,0.108,0,0,1,benigno
10.160.68.103,5,2,2,1683.3,0.459,0,0,1,benigno
10.29.23.160,5,2,1,4263.7,0.179,0,0,2,benigno
10.180.106.128,8,0,3,6723.1,0.117,0,1,1,benigno
10.245.209.13,6,1,2,5594.4,0.099,0,1,2,benigno
10.172.189.218,8,0,3,2221.8,0.059,0,0,1,benigno
10.224.237.160,10,8,5,3286.3,0.357,2,1,2,brute_force
10.166.104.203,11,0,3,3078.5,0.095,0,0,1,benigno
10.47.51.110,7,0,1,1103.7,0.012,0,0,1,benigno
10.122.16.37,6,4,5,3407.7,0.611,1,0,2,brute_force
10.115.168.161,9,2,3,4475.8,0.152,0,0,1,benigno
10.27.200.186,16,1,1,4845.2,0.664,0,0,1,benigno
10.142.135.162,7,1,1,3117.4,0.143,0,0,1,benigno
10.54.232.185,5,2,2,1914.7,0.026,0,1,1,benigno
10.97.237.178,10,2,1,1669.8,0.097,0,0,2,benigno
10.87.217.100,8,0,3,5684.1,0.159,0,0,1,benigno
10.98.187.195,13,12,1,4502.9,0.085,0,0,1,benigno
10.46.57.49,208,177,33,6.8,0.498,16,0,1,brute_force
10.172.71.191,207,200,22,1.8,0.762,9,0,2,brute_force
10.38.254.164,7,0,1,1757.4,0.462,0,1,1,benigno
10.54.103.25,5,0,2,1884.2,0.054,0,1,1,benigno
10.122.114.146,7,1,1,3295.2,0.196,0,1,1,benigno
10.8.33.237,8,0,2,5005.5,0.097,0,1,2,benigno
10.85.234.144,7,1,2,3671.1,0.253,0,1,1,benigno
10.177.169.161,9,0,1,5009.4,0.213,0,0,1,benigno
10.42.129.130,3,3,3,4761.2,0.125,0,0,1,benigno
10.69.55.32,5,1,1,2969.8,0.247,0,0,1,benigno
10.148.181.100,8,0,3,4661.3,0.171,0,0,1,benigno
10.41.22.45,5,0,2,2234.8,0.358,0,1,1,benigno
10.126.53.72,7,0,1,6821.3,0.018,0,0,2,benigno
10.49.216.222,167,149,30,1.4,0.486,10,0,1,brute_force
10.137.69.153,7,0,2,2642.4,0.085,0,0,1,benigno
10.205.138.37,6,1,3,2802.2,0.121,0,0,1,benigno
10.219.82.24,6,2,3,2540.7,0.102,0,0,1,benigno
10.238.160.104,8,1,1,1465.5,0.258,0,0,1,benigno
10.18.177.189,3,1,1,3836.5,0.493,0,0,2,benigno
10.54.99.93,4,2,1,5695.3,0.348,0,0,1,benigno
10.241.230.129,8,7,6,1152.2,0.498,3,0,2,brute_force
10.191.147.224,7,1,2,3083.3,0.059,0,0,1,benigno
10.36.197.184,9,1,2,3814.4,0.221,0,0,1,benigno
10.71.160.95,9,8,2,5153.0,0.018,1,0,1,benigno
10.41.132.107,7,0,2,7198.5,0.353,0,1,2,benigno
10.11.230.94,201,185,22,2.5,0.804,12,0,2,brute_force
10.242.129.204,8,2,1,5904.6,0.203,0,0,2,benigno
10.3.25.73,9,2,2,5629.5,0.142,0,1,1,benigno
10.111.32.12,5,1,2,2935.3,0.15,0,0,2,benigno
10.154.227.141,7,1,2,4141.9,0.172,0,0,1,benigno
10.12.253.107,6,0,2,3037.0,0.137,0,0,1,benigno
